公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
000809,铁岭新城,铁岭新城投资控股股份有限公司,TIELING NEWCITY INVESTMENT HOLDING LIMITED,辽宁省铁岭市凡河新区金沙江路12号,809,铁岭新城,1998/6/16,"824,791,293","824,791,293",,,,0,0,东北,辽宁,铁岭市,N 公共环保,www.cdzhonghui.com
000810,创维数字,创维数字股份有限公司,"SKYWORTH DIGITAL CO.,LTD.",四川省遂宁市遂州中路309号,810,创维数字,1998/6/2,"998,503,266","392,172,296",,,,0,0,西南,四川,遂宁市,C 制造业,www.skyworthdigital.com
000811,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO ., LTD",山东省烟台市芝罘区冰轮路1号,811,烟台冰轮,1998/5/28,"435,369,434","394,588,728",,,,0,0,华东,山东,烟台市,C 制造业,www.yantaimoon.cn
000812,陕西金叶,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION GROUP CO.,LTD",陕西省西安市高新区锦业路1号都市之门B座19层,812,陕西金叶,1998/6/23,"447,375,651","446,231,365",,,,0,0,西北,陕西,西安市,C 制造业,www.jinyegroup.cn
000813,天山纺织,新疆天山毛纺织股份有限公司,"XINJIANG TIANSHAN WOOL TEX STOCK CO., LTD",新疆维吾尔自治区乌鲁木齐市银川路235号,813,天山纺织,1998/5/19,"467,495,367","363,450,750",,,,0,0,西北,新疆,乌鲁木齐市,B 采矿业,www.chinatianshan.com
000815,*ST美利,中冶美利纸业股份有限公司,"NINGXIA MEILI PAPER INDUSTRY CO.,LTD",宁夏回族自治区中卫市城区柔远镇,815,*ST美利,1998/6/9,"316,800,000","316,799,325",,,,0,0,西北,宁夏,银川市,C 制造业,www.china-meili.com
000816,智慧农业,江苏农华智慧农业科技股份有限公司,"JIANGSU NONGHUA INTELLIGENT AGRICULTURE TECHNOLOGY CO.,LTD.",江苏省盐城经济技术开发区希望大道南路58号,816,智慧农业,1997/8/18,"1,418,803,318","1,088,777,472",,,,0,0,华东,江苏,盐城市,C 制造业,www.jd.dongyin.com
000818,方大化工,方大锦化化工科技股份有限公司,"FANGDA JINHUA CHEMICAL TECHNOLOGY CO.,LTD",辽宁省葫芦岛市连山区化工街,818,方大化工,1997/10/17,"680,000,000","680,000,000",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.fangdachemical.com
000819,岳阳兴长,岳阳兴长石化股份有限公司,YUEYANG XINGCHANG PETRO-CHEMICAL CO.，LTD.,湖南省岳阳市云溪区,819,岳阳兴长,1997/6/25,"246,111,657","246,096,255",,,,0,0,华中,湖南,岳阳市,C 制造业,http://www.yyxc0819.com
000820,金城股份,金城造纸股份有限公司,"JINCHENG PAPER CO.,LTD",辽宁省凌海市金城街,820,金城股份,1998/6/30,"287,834,760","220,877,211",,,,0,0,东北,辽宁,锦州市,C 制造业,www.jinchengpaper.com
000821,京山轻机,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd",湖北省京山县经济技术开发区轻机工业园,821,京山轻机,1998/6/26,"477,732,636","345,219,476",,,,0,0,华中,湖北,荆门市,C 制造业,www.jspackmach.com
000822,山东海化,山东海化股份有限公司,"SHANDONG HAIHUA CO.,LTD",山东省潍坊滨海经济开发区,822,山东海化,1998/7/3,"895,091,926","895,083,093",,,,0,0,华东,山东,潍坊市,C 制造业,www.chinahaihua.com
000823,超声电子,广东汕头超声电子股份有限公司,"GUANGDONG GOWORLD CO., LTD",广东省汕头市龙湖区龙江路12号,823,超声电子,1997/10/8,"536,966,000","536,857,016",,,,0,0,华南,广东,汕头市,C 制造业,www.gd-goworld.com
000825,太钢不锈,山西太钢不锈钢股份有限公司,SHANXI TAIGANG STAINLESS STEEL CO.LTD,山西省太原市尖草坪街2号,825,太钢不锈,1998/10/21,"5,696,247,796","5,696,074,051",,,,0,0,华北,山西,太原市,C 制造业,www.tisco.com.cn
000826,启迪桑德,启迪桑德环境资源股份有限公司,"TUS-SOUND ENVIRONMENTAL RESOURCES CO., LTD.",湖北省宜昌市沿江大道114号,826,启迪桑德,1998/2/25,"846,536,940","841,749,646",,,,0,0,华中,湖北,宜昌市,N 公共环保,www.soundenvironmental.cn
000828,东莞控股,东莞发展控股股份有限公司,"DONGGUAN DEVELOPMENT (HOLDINGS) CO., LTD",广东省东莞市南城区科技工业园科技路39号,828,东莞控股,1997/6/17,"1,039,516,992","1,039,516,992",,,,0,0,华南,广东,东莞市,G 运输仓储,www.dgholdings.cn
000829,天音控股,天音通信控股股份有限公司,"Telling Telecommunication Holding Co.,Ltd.",江西省赣州市红旗大道20号,829,天音控股,1997/12/2,"946,901,092","946,901,092",,,,0,0,华东,江西,赣州市,F 批发零售,www.chinatelling.com
000830,鲁西化工,鲁西化工集团股份有限公司,"Luxi Chemical Group Co.,Ltd.",山东省聊城市鲁化路68号,830,鲁西化工,1998/8/7,"1,464,860,778","1,463,950,815",,,,0,0,华东,山东,聊城市,C 制造业,www.luxichemical.com
000831,五矿稀土,五矿稀土股份有限公司,"CHINA MINMETALS RARE EARTH CO.,LTD.",山西省运城市解州镇新建路36号,831,五矿稀土,1998/9/11,"980,888,981","745,652,671",,,,0,0,华北,山西,运城市,C 制造业,www.cmreltd.com
000833,贵糖股份,广西贵糖（集团）股份有限公司,"GUANGXI GUITANG (GROUP) CO., LTD",广西壮族自治区贵港市幸福路100号,833,贵糖股份,1998/11/11,"668,401,851","296,065,450",,,,0,0,华南,广西,贵港市,C 制造业,www.Guitang.com
000835,长城动漫,长城国际动漫游戏股份有限公司,"Great Wall International ACG Co., Ltd.",四川省成都市高新区紫薇东路16号,835,长城动漫,1999/6/25,"305,370,000","302,895,000",,,,0,0,西南,四川,成都市,C 制造业,www.000835.com
000836,鑫茂科技,天津鑫茂科技股份有限公司,"TIANJIN XINMAO SIENCE&TECHNOLOGY CO.,LTD.",天津市华苑产业区华天道3号,836,鑫茂科技,1997/9/29,"402,818,408","292,489,825",,,,0,0,华北,天津,天津市,C 制造业,www.xinmaokeji.com.cn
000837,秦川机床,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",陕西省宝鸡市姜谭路22号,837,秦川机床,1998/9/28,"693,370,910","481,494,922",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.qcde.cn
000838,财信发展,财信国兴地产发展股份有限公司,"CASIN Guoxing Property Development Co., Ltd.",北京市朝阳区建国路91号院8号楼28层2808单元,838,财信发展,1997/6/26,"314,417,763","180,956,794",,,,0,0,华北,北京,北京市,K 房地产,www.gxland.com.cn
000839,中信国安,中信国安信息产业股份有限公司,"CITIC GUOAN INFORMATION INDUSTRY CO., LTD",北京市海淀区上地东路5号院1号楼三层,839,中信国安,1997/10/31,"1,567,930,541","1,567,664,379",,,,0,0,华北,北京,北京市,I 信息技术,www.citicguoaninfo.com
000848,承德露露,河北承德露露股份有限公司,"HE BEI CHENG DE LOLO CO.,LTD",河北省承德市高新技术产业开发区（西区8号）,848,承德露露,1997/11/13,"752,740,560","752,379,809",,,,0,0,华北,河北,承德市,C 制造业,www.lolo.com.cn
000850,华茂股份,安徽华茂纺织股份有限公司,"ANHUI HUAMAO TEXTILE CO.,LTD",安徽省安庆市纺织南路80号,850,华茂股份,1998/10/7,"943,665,009","943,200,127",,,,0,0,华东,安徽,安庆市,C 制造业,www.chinahuamao.net
