公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
002468,艾迪西,浙江艾迪西流体控制股份有限公司,"Zhejiang IDC Fluid Control Co.,Ltd.",浙江省玉环县机电工业园区,2468,艾迪西,2010/9/8,"331,776,000","331,776,000",,,,0,0,华东,浙江,台州市,C 制造业,www.idcgroup.com.cn
002469,三维工程,山东三维石化工程股份有限公司,"SHANDONG SUNWAY PETROCHEMICAL ENGINEERING CO.,LTD.",山东省淄博市临淄区炼厂中路22号,2469,三维工程,2010/9/8,"335,508,566","281,696,552",,,,0,0,华东,山东,淄博市,M 科研服务,www.sdsunway.com.cn
002470,金正大,金正大生态工程集团股份有限公司,"Kingenta Ecological Engineering Group Co., Ltd.",山东省临沭县兴大西街19号,2470,金正大,2010/9/8,"1,566,399,048","1,351,179,048",,,,0,0,华东,山东,临沂市,C 制造业,www.kingenta.com
002471,中超控股,江苏中超控股股份有限公司,"Jiangsu Zhongchao Holding CO.,LTD.",江苏省宜兴市西郊工业园振丰东路999号,2471,中超控股,2010/9/10,"1,268,000,000","1,258,164,730",,,,0,0,华东,江苏,无锡市,C 制造业,www.zcdlgf.com
002472,双环传动,浙江双环传动机械股份有限公司,"ZHEJIANG SHUANGHUAN DRIVELINE CO.,LTD",浙江省玉环县机电工业园区1-14号,2472,双环传动,2010/9/10,"288,372,000","191,857,338",,,,0,0,华东,浙江,台州市,C 制造业,www.gearsnet.com
002473,圣莱达,宁波圣莱达电器股份有限公司,"NINGBO SUNLIGHT ELECTRICAL APPLIANCE CO.,LTD.",浙江省宁波市江北区金山路298号,2473,圣莱达,2010/9/10,"160,000,000","155,000,000",,,,0,0,华东,浙江,宁波市,C 制造业,www.nbslt.com
002474,榕基软件,福建榕基软件股份有限公司,"Fujian Rongji Software Co., Ltd.",福建省福州市鼓楼区铜盘路福州软件园产业基地,2474,榕基软件,2010/9/15,"622,200,000","439,576,939",,,,0,0,华东,福建,福州市,I 信息技术,www.rongji.com
002475,立讯精密,立讯精密工业股份有限公司,"Luxshare Precision Industry Co.,LTD.",广东省深圳市宝安区沙井街道蚝一西部三洋新工业区A栋2层,2475,立讯精密,2010/9/15,"1,257,476,660","1,246,487,741",,,,0,0,华南,广东,深圳市,C 制造业,www.luxshare-ict.com
002476,宝莫股份,山东宝莫生物化工股份有限公司,"SHANDONG POLYMER BIOCHEMICALS CO.,LTD.",山东省东营市东营区西四路892号,2476,宝莫股份,2010/9/15,"612,000,000","601,765,097",,,,0,0,华东,山东,东营市,C 制造业,www.slcapam.com
002477,雏鹰农牧,雏鹰农牧集团股份有限公司,"CHUYING AGRO-PASTORAL GROUP CO.,LTD",河南省新郑市薛店镇,2477,雏鹰农牧,2010/9/15,"1,045,053,210","534,946,841",,,,0,0,华中,河南,郑州市,A 农林牧渔,www.chu-ying.com
002478,常宝股份,江苏常宝钢管股份有限公司,"Jiangsu Changbao Steeltube Co., Ltd.",江苏省常州市延陵东路558号,2478,常宝股份,2010/9/21,"400,100,000","294,954,915",,,,0,0,华东,江苏,常州市,C 制造业,www.cbsteeltube.com
002479,富春环保,浙江富春江环保热电股份有限公司,"Zhejiang Fuchunjiang Environmental Thermoelectric Co.,LTD.",浙江省富阳市灵桥镇春永路188号,2479,富春环保,2010/9/21,"796,350,000","729,971,361",,,,0,0,华东,浙江,杭州市,D 水电煤气,www.zhefuet.com
002480,新筑股份,成都市新筑路桥机械股份有限公司,"Chengdu Xinzhu Road&Bridge Machinery Co.,LTD",四川省成都市四川新津工业园区,2480,新筑股份,2010/9/21,"645,368,270","625,212,045",,,,0,0,西南,四川,成都市,C 制造业,www.xinzhu.com
002481,双塔食品,烟台双塔食品股份有限公司,"YAN TAI SHUANG TA FOOD CO.,LTD,",山东省招远市金岭镇寨里,2481,双塔食品,2010/9/21,"1,263,390,000","936,379,570",,,,0,0,华东,山东,烟台市,C 制造业,www.shuangtafensi.com
002482,广田股份,深圳广田装饰集团股份有限公司,"SHENZHEN GRANDLAND DECORATION GROUP CO.,LTD.",广东省深圳市罗湖区沿河北路1003号京基东方都会大厦1-2层,2482,广田股份,2010/9/29,"625,429,863","480,301,077",,,,0,0,华南,广东,深圳市,E 建筑业,www.szgt.com
002483,润邦股份,江苏润邦重工股份有限公司,"Jiangsu Rainbow Heavy Industries Co.,Ltd.",江苏省南通经济技术开发区振兴西路9号,2483,润邦股份,2010/9/29,"443,737,950","359,238,991",,,,0,0,华东,江苏,南通市,C 制造业,www.jiangsurhi.com
002484,江海股份,南通江海电容器股份有限公司,"Nantong Jianghai Capacitor Co.,Ltd.",江苏省南通市通州区平潮通扬南路79号,2484,江海股份,2010/9/29,"332,800,000","305,944,100",,,,0,0,华东,江苏,南通市,C 制造业,www.jianghai.com
002485,希努尔,希努尔男装股份有限公司,"Sinoer Men""s Wear Co.,Ltd.",山东省诸城市东环路58号,2485,希努尔,2010/10/15,"320,000,000","319,990,400",,,,0,0,华东,山东,潍坊市,C 制造业,www.sinoer.com
002486,嘉麟杰,上海嘉麟杰纺织品股份有限公司,Shanghai Challenge Textile Company Limited,上海市金山区亭林镇亭枫公路1918号,2486,嘉麟杰,2010/10/15,"832,000,000","800,500,000",,,,0,0,华东,上海,上海市,C 制造业,www.challenge-21c.com
002487,大金重工,辽宁大金重工股份有限公司,Dajin Heavy Industry Corporation,辽宁省阜新市新邱区新邱大街155号,2487,大金重工,2010/10/15,"540,000,000","516,591,000",,,,0,0,东北,辽宁,阜新市,C 制造业,www.dajin.cn
002488,金固股份,浙江金固股份有限公司,Zhejiang Jingu Company Limited,浙江省富阳市富春街道公园西路1181号,2488,金固股份,2010/10/21,"508,483,392","325,869,338",,,,0,0,华东,浙江,富阳市,C 制造业,www.jgwheel.com
002489,浙江永强,浙江永强集团股份有限公司,"YOTRIO GROUP CO., LTD",浙江省临海市前江南路1号,2489,浙江永强,2010/10/21,"2,175,736,503","1,868,120,635",,,,0,0,华东,浙江,台州市,C 制造业,www.yotrio.com
002490,山东墨龙,山东墨龙石油机械股份有限公司,"Shandong Molong Petroleum Machinery Co.,Ltd",山东省寿光市北环路99号,2490,山东墨龙,2010/10/21,"541,722,000","299,931,750",,,,0,0,华东,山东,潍坊市,C 制造业,www.molonggroup.com
002491,通鼎互联,通鼎互联信息股份有限公司,"TONGDING INTERCONNECTION INFORMATION CO.,LTD.",江苏省吴江市震泽镇八都经济开发区小平大道8号,2491,通鼎互联,2010/10/21,"1,199,116,223","1,112,661,473",,,,0,0,华东,江苏,苏州市,C 制造业,www.tdgd.com.cn
002492,恒基达鑫,珠海恒基达鑫国际化工仓储股份有限公司,"Zhuhai Winbase International Chemical Tank Terminal Co., Ltd.",广东省珠海市高栏港经济区南迳湾,2492,恒基达鑫,2010/11/2,"270,000,000","235,418,175",,,,0,0,华南,广东,珠海市,G 运输仓储,www.winbase-tank.com
002493,荣盛石化,荣盛石化股份有限公司,"RONGSHENG PETRO CHEMICAL CO., LTD.",浙江省杭州市萧山区益农镇红阳路98号,2493,荣盛石化,2010/11/2,"2,224,000,000","2,038,150,000",,,,0,0,华东,浙江,杭州市,C 制造业,www.cnrspc.com
002494,华斯股份,华斯控股股份有限公司,HUASI HOLDING COMPANY LIMITED,河北省肃宁县尚村镇,2494,华斯股份,2010/11/2,"348,478,000","247,133,326",,,,0,0,华北,河北,沧州市,C 制造业,www.huasiag.com
002495,佳隆股份,广东佳隆食品股份有限公司,"Guangdong Jialong Food Co., Ltd.",广东省普宁市池尾工业区上寮园256幢0138号,2495,佳隆股份,2010/11/2,"668,304,000","400,640,788",,,,0,0,华南,广东,揭阳市,C 制造业,www.gdjlfood.com
002496,辉丰股份,江苏辉丰农化股份有限公司,"JIANGSU HUIFENG AGROCHEMICAL CO.,LTD.",江苏省大丰市海洋经济开发区南区纬二路（王港闸南首）,2496,辉丰股份,2010/11/9,"396,704,022","233,103,742",,,,0,0,华东,江苏,盐城市,C 制造业,www.hfagro.com
002497,雅化集团,四川雅化实业集团股份有限公司,"Sichuan Yahua Industrial Group Co.,LTD",四川省雅安市雨城区碧峰峡路911号,2497,雅化集团,2010/11/9,"960,000,000","736,066,240",,,,0,0,西南,四川,雅安市,C 制造业,www.scyahua.com
002498,汉缆股份,青岛汉缆股份有限公司,"Qingdao Hanhe Cable Co., Ltd",山东省青岛市崂山区九水东路628号,2498,汉缆股份,2010/11/9,"3,326,796,000","3,324,975,525",,,,0,0,华东,山东,青岛市,C 制造业,www.hanhe-cable.com
002499,科林环保,科林环保装备股份有限公司,"Kelin Environmental Protection Equipment,Inc.",江苏省吴江市松陵镇八坼社区,2499,科林环保,2010/11/9,"189,000,000","128,356,959",,,,0,0,华东,江苏,苏州市,C 制造业,www.kelin-china.com
002500,山西证券,山西证券股份有限公司,SHANXI SECURITIES COMPANY LIMITED,山西省太原市府西街69号山西国际贸易中心东塔楼,2500,山西证券,2010/11/15,"2,518,725,153","2,488,469,657",,,,0,0,华北,山西,太原市,J 金融业,www.i618.com.cn;www.sxzq.com
002501,利源精制,吉林利源精制股份有限公司,"Jilin Liyuan Precision Manufacturing Co., Ltd.",吉林省辽源民营经济开发区友谊工业园区,2501,利源精制,2010/11/17,"936,000,000","669,793,477",,,,0,0,东北,吉林,辽源市,C 制造业,www.liyuanlvye.com
002502,骅威股份,骅威科技股份有限公司,"HUAWEI TECHNOLOGY CO.,LTD",广东省汕头市澄海区澄华工业区玉亭路,2502,骅威股份,2010/11/17,"429,914,437","183,735,040",,,,0,0,华南,广东,汕头市,C 制造业,www.huawei-stock.com
002503,搜于特,东莞市搜于特服装股份有限公司,"DONGGUAN SOUYUTE FASHION CO.,LTD",广东省东莞市道滘镇昌平第二工业区第一栋,2503,搜于特,2010/11/17,"1,036,800,000","625,677,518",,,,0,0,华南,广东,东莞市,C 制造业,www.celucasn.com
002504,弘高创意,北京弘高创意建筑设计股份有限公司,"Beijing Honggao Creative Construchion Dseign Co.,Ltd",北京市朝阳区来广营西路朝来高科技产业园7号楼,2504,弘高创意,2010/11/18,"412,734,085","138,499,647",,,,0,0,华北,北京,北京市,E 建筑业,www.jsdgme.com
002505,大康牧业,湖南大康牧业股份有限公司,"HUNAN DAKANG PASTURE FARMING CO.,LTD",湖南省怀化市中方县中方镇竹站村高速公路互通处,2505,大康牧业,2010/11/18,"2,887,038,000","813,730,500",,,,0,0,华中,湖南,怀化市,A 农林牧渔,www.dakangmuye.com
002506,协鑫集成,协鑫集成科技股份有限公司,"GCL System Integration Technology Co., Ltd.",上海市奉贤区南桥镇江海经济园区,2506,协鑫集成,2010/11/18,"2,523,520,000","2,208,241,152",,,,0,0,华东,上海,上海市,C 制造业,www.gclsi.com
002507,涪陵榨菜,重庆市涪陵榨菜集团股份有限公司,"Chongqing Fuling Zhacai Group Co., Ltd.",重庆市涪陵区江北街道办事处二渡村一组,2507,涪陵榨菜,2010/11/23,"328,898,851","185,577,220",,,,0,0,西南,重庆,重庆市,C 制造业,www.flzc.com
002508,老板电器,杭州老板电器股份有限公司,"Hangzhou Robam Appliances Co., Ltd.",浙江省杭州余杭区余杭经济开发区临平大道592号,2508,老板电器,2010/11/23,"486,075,000","471,562,500",,,,0,0,华东,浙江,杭州市,C 制造业,www.robam.com
002509,天广消防,天广消防股份有限公司,"TianGuang Fire-Fighting Co.,Ltd.",福建省南安市成功科技开发区,2509,天广消防,2010/11/23,"456,441,189","287,475,525",,,,0,0,华东,福建,泉州市,C 制造业,www.tianguang.com
002510,天汽模,天津汽车模具股份有限公司,"TIANJIN MOTOR DIES CO.,LTD.",天津市天津空港经济区航天路77号,2510,天汽模,2010/11/25,"411,520,000","318,435,015",,,,0,0,华北,天津,天津市,C 制造业,www.tqm.com.cn
002511,中顺洁柔,中顺洁柔纸业股份有限公司,"C&S Paper Co., Ltd.",广东省中山市东升镇坦背胜龙村,2511,中顺洁柔,2010/11/25,"486,720,000","483,588,882",,,,0,0,华南,广东,中山市,C 制造业,www.zhongshungroup.com
002512,达华智能,中山达华智能科技股份有限公司,"ZHONGSHAN TATWAH SMARTECH CO., LTD",广东省中山市小榄镇泰丰工业区水怡南路9号,2512,达华智能,2010/12/3,"1,000,490,735","428,851,055",,,,0,0,华南,广东,中山市,C 制造业,www.twh.com.cn
002513,蓝丰生化,江苏蓝丰生物化工股份有限公司,"Jiangsu Lanfeng Bio-chemical Co.,Ltd.",江苏省新沂经济开发区苏化路1号,2513,蓝丰生化,2010/12/3,"213,120,000","213,026,400",,,,0,0,华东,江苏,徐州市,C 制造业,www.jslanfeng.com
002514,宝馨科技,苏州宝馨科技实业股份有限公司,"SUZHOU BOAMAX TECHNOLOGIES GROUP CO.,LTD.",江苏省苏州高新区浒墅关经济开发区新亭路10号,2514,宝馨科技,2010/12/3,"277,017,132","171,054,078",,,,0,0,华东,江苏,苏州市,C 制造业,www.boamax.com
002515,金字火腿,金字火腿股份有限公司,"JINZI HAM CO.,LTD.",浙江省金华市工业园区金帆街1000号,2515,金字火腿,2010/12/3,"359,674,000","212,475,435",,,,0,0,华东,浙江,金华市,C 制造业,www.jinzichina.com
002516,旷达科技,旷达科技集团股份有限公司,"Kuangda Technology Group Co., Ltd.",江苏省常州市武进区湖塘镇人民东路109号,2516,旷达科技,2010/12/7,"662,175,000","281,916,738",,,,0,0,华东,江苏,常州市,C 制造业,www.kuangdacn.com
002517,泰亚股份,泰亚鞋业股份有限公司,"TAIYA SHOES CO.,LTD.",福建省泉州市经济技术开发区清濛园区美泰路36号,2517,泰亚股份,2010/12/7,"676,799,996","176,365,000",,,,0,0,华东,福建,泉州市,C 制造业,www.taiya.hk
002518,科士达,深圳科士达科技股份有限公司,"SHENZHEN KSTAR SCIENCE & TECHNOLOGY CO.,LTD",广东省深圳市南山区高新北区科技中二路软件园1栋4楼401、402室,2518,科士达,2010/12/7,"296,934,680","281,446,912",,,,0,0,华南,广东,深圳市,C 制造业,www.kstar.com.cn
002519,银河电子,江苏银河电子股份有限公司,"JIANG SU YIN HE ELECTRONICS CO.,LTD.",江苏省张家港市塘桥镇南环路188号,2519,银河电子,2010/12/7,"569,551,910","435,412,742",,,,0,0,华东,江苏,苏州市,C 制造业,www.yinhe.com
002520,日发精机,浙江日发精密机械股份有限公司,"Zhejiang RIFA Precision Machinery Co., Ltd.",浙江省新昌县七星街道日发数码科技园,2520,日发精机,2010/12/10,"369,392,646","312,595,538",,,,0,0,华东,浙江,绍兴市,C 制造业,www.rifapm.com
002521,齐峰新材,齐峰新材料股份有限公司,"QIFENG NEW MATERIAL CO.,LTD.",山东省淄博市临淄区朱台镇朱台路22号,2521,齐峰新材,2010/12/10,"494,685,819","406,928,926",,,,0,0,华东,山东,淄博市,C 制造业,www.qifeng.cn
002522,浙江众成,浙江众成包装材料股份有限公司,"Zhejiang Zhongcheng Packing Material Co., Ltd",浙江省嘉善县惠民街道泰山路1号,2522,浙江众成,2010/12/10,"883,282,200","408,562,600",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.zjzhongda.com
002523,天桥起重,株洲天桥起重机股份有限公司,"Zhuzhou Tianqiao Crane Co., Ltd.",湖南省株洲市石峰区田心北门,2523,天桥起重,2010/12/10,"562,159,048","302,298,411",,,,0,0,华中,湖南,株洲市,C 制造业,www.tqcc.cn
002524,光正集团,光正集团股份有限公司,"Guangzheng Group Co.,Ltd.",新疆维吾尔自治区乌鲁木齐经济技术开发区上海路105号,2524,光正集团,2010/12/17,"503,332,800","499,731,990",,,,0,0,西北,新疆,乌鲁木齐市,E 建筑业,www.gzss.cc
002526,山东矿机,山东矿机集团股份有限公司,"SHANDONG MINING MACHINERY GROUP CO., LTD.",山东省昌乐县经济开发区大沂路北段,2526,山东矿机,2010/12/17,"534,000,000","419,065,763",,,,0,0,华东,山东,潍坊市,C 制造业,www.skj.cc
002527,新时达,上海新时达电气股份有限公司,Shanghai STEP Electric Corporation,上海市嘉定区南翔镇新丰村新勤路289号,2527,新时达,2010/12/24,"589,770,589","357,116,744",,,,0,0,华东,上海,上海市,C 制造业,www.stepelevator.com
002528,英飞拓,深圳英飞拓科技股份有限公司,SHEN ZHEN INFINOVA LIMITED,广东省深圳市龙华新区观澜高新技术产业园英飞拓厂房,2528,英飞拓,2010/12/24,"711,652,390","512,970,300",,,,0,0,华南,广东,深圳市,C 制造业,www.infinova.com.cn
002529,海源机械,福建海源自动化机械股份有限公司,"FUJIAN HAIYUAN AUTOMATIC EQUIPMENTS CO., LTD",福建省福州市闽侯县荆溪镇铁岭北路2号,2529,海源机械,2010/12/24,"200,000,000","200,000,000",,,,0,0,华东,福建,福州市,C 制造业,www.haiyuan-group.com
002530,丰东股份,江苏丰东热技术股份有限公司,"JIANGSU FENGDONG THERMAL TECHNOLOGY CO.,LTD.",江苏省大丰市经济开发区南翔西路333号,2530,丰东股份,2010/12/31,"268,000,000","268,000,000",,,,0,0,华东,江苏,盐城市,C 制造业,www.fengdong.com
002531,天顺风能,天顺风能（苏州）股份有限公司,"Titan Wind Energy (Suzhou) Co.,LTD",江苏省苏州市太仓经济开发区宁波东路28号,2531,天顺风能,2010/12/31,"823,000,000","818,533,023",,,,0,0,华东,江苏,苏州市,C 制造业,www.titanwind.com.cn
002532,新界泵业,新界泵业集团股份有限公司,"SHIMGE PUMP INDUSTRY GROUP CO.,LTD.",浙江省温岭市大溪镇大洋城工业区,2532,新界泵业,2010/12/31,"321,270,000","228,428,861",,,,0,0,华东,浙江,台州市,C 制造业,www.shimge.com
002533,金杯电工,金杯电工股份有限公司,"Goldcup Electric Apparatus Co.,Ltd.",湖南省长沙市高新技术产业开发区东方红中路580号,2533,金杯电工,2010/12/31,"553,134,080","500,592,800",,,,0,0,华中,湖南,长沙市,C 制造业,www.gold-cup.cn
002534,杭锅股份,杭州锅炉集团股份有限公司,"Hangzhou Boiler Group Co., Ltd.",浙江省杭州市江干区大农港路1216号,2534,杭锅股份,2011/1/10,"400,520,000","392,492,250",,,,0,0,华东,浙江,杭州市,C 制造业,www.chinaboilers.com
002535,林州重机,林州重机集团股份有限公司,"Linzhou Heavy Machinery Group Co., Ltd.",河南省林州市产业集聚区凤宝大道与陵阳大道交叉口,2535,林州重机,2011/1/11,"616,679,288","323,726,342",,,,0,0,华中,河南,安阳市,C 制造业,www.lzzj.com
002536,西泵股份,河南省西峡汽车水泵股份有限公司,"Henan Province Xixia Automobile Water Pump Co.,Ltd.",河南省西峡县工业大道,2536,西泵股份,2011/1/11,"111,269,292","46,050,550",,,,0,0,华中,河南,南阳市,C 制造业,www.xixia-waterpump.com
002537,海立美达,青岛海立美达股份有限公司,"QINGDAO HAILI METAL ONE CO.,LTD.",山东省青岛即墨市青威路1626号,2537,海立美达,2011/1/10,"301,230,000","300,000,000",,,,0,0,华东,山东,青岛市,C 制造业,www.haili.com.cn
002538,司尔特,安徽省司尔特肥业股份有限公司,"ANHUI SIERTE FERTILIZER INDUSTRY LTD.,COMPANY",安徽省宁国经济技术开发区,2538,司尔特,2011/1/18,"718,120,283","573,542,500",,,,0,0,华东,安徽,宁国市,C 制造业,www.sierte.com
002539,新都化工,成都市新都化工股份有限公司,"Shindoo Chemical Industry CO.,LTD",四川省成都市新都工业开发区南二路,2539,新都化工,2011/1/18,"1,010,100,000","397,409,413",,,,0,0,西南,四川,成都市,C 制造业,www.shindoo.com
002540,亚太科技,江苏亚太轻合金科技股份有限公司,"Jiangsu Asia-Pacific Light Alloy Technology Co.,Ltd.",江苏省无锡市新区坊兴路8号,2540,亚太科技,2011/1/18,"1,040,000,000","704,544,687",,,,0,0,华东,江苏,无锡市,C 制造业,www.yatal.com；www.apalt.com
002541,鸿路钢构,安徽鸿路钢结构(集团)股份有限公司,"Anhui Honglu Steel Construction(Group) CO., LTD",安徽省合肥市双凤工业区,2541,鸿路钢构,2011/1/18,"268,000,000","164,903,125",,,,0,0,华东,安徽,合肥市,C 制造业,www.hong-lu.com
002542,中化岩土,中化岩土工程股份有限公司,"CHINA ZHONGHUA GEOTECHNICAL ENGINEERING CO.,LTD.",北京市大兴区北京市大兴工业开发区,2542,中化岩土,2011/1/28,"1,038,000,000","358,941,192",,,,0,0,华北,北京,北京市,E 建筑业,www.cge.com.cn
002543,万和电气,广东万和新电气股份有限公司,"GUANGDONG VANWARD NEW ELECTRIC CO.,LTD",广东省佛山市顺德高新区(容桂)建业中路13号,2543,万和电气,2011/1/28,"440,000,000","318,180,950",,,,0,0,华南,广东,佛山市,C 制造业,www.vanward.com
002544,杰赛科技,广州杰赛科技股份有限公司,"GCI SCIENCE&TECHNOLOGY CO.,LTD.",广东省广州市新港中路381号,2544,杰赛科技,2011/1/28,"515,760,000","510,818,475",,,,0,0,华南,广东,广州市,I 信息技术,www.chinagci.com
002545,东方铁塔,青岛东方铁塔股份有限公司,"QINGDAO EAST STEEL TOWER STOCK CO.,LTD",山东省胶州市广州北路318号,2545,东方铁塔,2011/2/11,"780,750,000","342,000,000",,,,0,0,华东,山东,青岛市,C 制造业,www.qddftt.cn
002546,新联电子,南京新联电子股份有限公司,"Nanjing Xinlian Electronics Co.,Ltd.",江苏省南京市江宁经济技术开发区利源北路66号,2546,新联电子,2011/2/11,"252,000,000","234,628,875",,,,0,0,华东,江苏,南京市,C 制造业,www.xldz.com
002547,春兴精工,苏州春兴精工股份有限公司,"SuZhou ChunXing Precision Mechanical CO.,LTD.",江苏省苏州市苏州工业园区唯亭镇浦田路2号,2547,春兴精工,2011/2/18,"1,011,978,174","684,434,424",,,,0,0,华东,江苏,苏州市,C 制造业,www.chunxing-group.com
002548,金新农,深圳市金新农饲料股份有限公司,"Shenzhen Jinxinnong Feed Co.,Ltd.",广东省深圳市宝安区公明镇将石塘下围,2548,金新农,2011/2/18,"310,200,000","306,302,666",,,,0,0,华南,广东,深圳市,C 制造业,www.chengnong.com
002549,凯美特气,湖南凯美特气体股份有限公司,"HUNAN KAIMEITE GASES CO.,LTD.",湖南省岳阳市岳阳楼区七里山（巴陵石化化肥事业部西门）,2549,凯美特气,2011/2/18,"567,000,000","196,921,060",,,,0,0,华中,湖南,岳阳市,N 公共环保,www.china-kmt.cn
002550,千红制药,常州千红生化制药股份有限公司,"Changzhou Qianhong Bio-pharma Co.,Ltd",江苏省常州市新北区长江中路90号,2550,千红制药,2011/2/18,"640,000,000","406,287,428",,,,0,0,华东,江苏,常州市,C 制造业,www.qhsh.com.cn
002551,尚荣医疗,深圳市尚荣医疗股份有限公司,"Shenzhen Glory Medical Co.,Ltd.",广东省深圳市龙岗区宝龙工业城宝龙5路2号尚荣科技工业园,2551,尚荣医疗,2011/2/25,"435,551,461","268,573,160",,,,0,0,华南,广东,深圳市,C 制造业,www.glory-medical.com.cn
002552,宝鼎重工,宝鼎重工股份有限公司,"BAODING HEAVY INDUSTRY CO.,LTD.",浙江省杭州余杭区塘栖镇工业园区内,2552,宝鼎重工,2011/2/25,"300,000,000","167,898,944",,,,0,0,华东,浙江,杭州市,C 制造业,www.bd-zg.com
002553,南方轴承,江苏南方轴承股份有限公司,"Jiangsu NanFang Bearing Co.,Ltd.",江苏省常州市武进高新技术开发区龙翔路,2553,南方轴承,2011/2/25,"348,000,000","219,240,202",,,,0,0,华东,江苏,常州市,C 制造业,www.nf-bearings.com
002554,惠博普,华油惠博普科技股份有限公司,"CHINA OIL HBP SCIENCE&TECHNOLOGY CO.,LTD",北京市海淀区马甸东路17号11层1212,2554,惠博普,2011/2/25,"515,625,000","266,861,329",,,,0,0,华北,北京,北京市,B 采矿业,www.china-hbp.com
002555,顺荣三七,芜湖顺荣三七互娱网络科技股份有限公司,WUHU SHUNRONG SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY CO.，LTD.,安徽省芜湖市南陵县经济开发区,2555,顺荣三七,2011/3/2,"877,108,143","158,509,725",,,,0,0,华东,安徽,芜湖市,C 制造业,www.shunrong.cn
002556,辉隆股份,安徽辉隆农资集团股份有限公司,"Anhui HuiLong Agricultural Means of Production .CO.,LTD.",安徽省合肥市蜀山区祁门路1777号,2556,辉隆股份,2011/3/2,"478,400,000","463,922,525",,,,0,0,华东,安徽,合肥市,F 批发零售,www.ahamp.com
002557,洽洽食品,洽洽食品股份有限公司,"Chacha Food Co.,Ltd",安徽省合肥市经济技术开发区莲花路,2557,洽洽食品,2011/3/2,"507,000,000","507,000,000",,,,0,0,华东,安徽,合肥市,C 制造业,www.qiaqiafood.com
002558,世纪游轮,重庆新世纪游轮股份有限公司,"Chongqing New Century Cruise Co.,Ltd.",重庆市南岸区江南大道8号万达广场一栋5层,2558,世纪游轮,2011/3/2,"65,450,000","32,461,550",,,,0,0,西南,重庆,重庆市,N 公共环保,www.centuryrivercruises.com
002559,亚威股份,江苏亚威机床股份有限公司,"JIANGSU YAWEI MACHINE TOOL CO.,LTD",江苏省扬州市江都区黄海南路仙城工业园,2559,亚威股份,2011/3/3,"366,138,696","292,917,938",,,,0,0,华东,江苏,扬州市,C 制造业,www.yawei.cc
002560,通达股份,河南通达电缆股份有限公司,"HENAN TONG-DA CABLE CO.,LTD.",河南省偃师市史家湾工业区,2560,通达股份,2011/3/3,"142,727,117","88,332,337",,,,0,0,华中,河南,洛阳市,C 制造业,www.hntddl.com
002561,徐家汇,上海徐家汇商城股份有限公司,"Shanghai Xujiahui Commercial Co.,Ltd.",上海市肇嘉浜路1068号,2561,徐家汇,2011/3/3,"415,763,000","392,645,821",,,,0,0,华东,上海,上海市,F 批发零售,www.xjh-sc.com
002562,兄弟科技,兄弟科技股份有限公司,"Brother Enterprises Holding Co.,Ltd.",浙江省海宁市周王庙镇联民村蔡家石桥3号,2562,兄弟科技,2011/3/10,"270,271,942","108,244,750",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.brother.com.cn
002563,森马服饰,浙江森马服饰股份有限公司,"Zhejiang Semir Garment Co.,Ltd.",浙江省温州市瓯海区娄桥工业园南汇路98号,2563,森马服饰,2011/3/11,"2,694,540,400","1,833,668,088",,,,0,0,华东,浙江,温州市,C 制造业,www.semirbiz.com
002564,天沃科技,苏州天沃科技股份有限公司,"SUZHOU THVOW TECHNOLOGY CO.,LTD.",江苏省苏州张家港市金港镇后塍澄杨路20号,2564,天沃科技,2011/3/10,"739,712,000","493,619,035",,,,0,0,华东,江苏,苏州市,C 制造业,www.zhanghuaji.com
002565,上海绿新,上海绿新包装材料科技股份有限公司,"ShangHai LuXin Packing Materials Science&Technology Co.,Ltd",上海市真陈路200号,2565,上海绿新,2011/3/18,"696,680,000","686,147,000",,,,0,0,华东,上海,上海市,C 制造业,www.luxinevotech.com
002566,益盛药业,吉林省集安益盛药业股份有限公司,"JILIN JIAN YISHENG PHARMACEUTICAL CO.,LTD.",吉林省集安市文化东路17-20号,2566,益盛药业,2011/3/18,"330,951,600","206,016,291",,,,0,0,东北,吉林,通化市,C 制造业,www.yisheng-pharm.com
002567,唐人神,唐人神集团股份有限公司,"Tangrenshen Group Co.,Ltd.",湖南省株洲市国家高新技术产业开发区栗雨工业园,2567,唐人神,2011/3/25,"493,195,485","419,856,000",,,,0,0,华中,湖南,株洲市,C 制造业,www.tangrenshen.com.cn
002568,百润股份,上海百润香精香料股份有限公司,"Shanghai Bairun Flavor & Fragrance Co.,Ltd",上海市康桥工业区康桥东路558号,2568,百润股份,2011/3/25,"896,000,000","214,212,480",,,,0,0,华东,上海,上海市,C 制造业,www.bairun.net
002569,步森股份,浙江步森服饰股份有限公司,"ZHEJIANG BUSEN GARMENTS CO.,LTD.",浙江省诸暨市枫桥镇步森大道419号,2569,步森股份,2011/4/12,"140,010,000","138,020,663",,,,0,0,华东,浙江,绍兴市,C 制造业,www.busen.cn
